,SEVERITYCODE,X,Y,OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE.1,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INCDATE,INCDTTM,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,INATTENTIONIND,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTGRNT,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR
3805,1,-122.3285622,47.61223876,4459,18238,18238,1216577,Matched,Block,,UNION ST BETWEEN TERRY AVE AND BOREN AVE,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/05/28 00:00:00+00,5/28/2004 11:25:00 AM,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Clear,Dry,Daylight,,4149052.0,,32,One parked--one moving,0,0,N
3806,1,-122.2629582,47.54553624,4460,18196,18196,1773032,Matched,Block,,SEWARD PARK AVE S BETWEEN OAKHURST S RD S AND WILSON N AVE S,,,1,Property Damage Only Collision,Other,1,0,0,1,2004/07/21 00:00:00+00,7/21/2004 8:15:00 AM,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,0,Clear,Dry,Daylight,,4203007.0,,50,Fixed object,0,0,N
3807,1,-122.3466433,47.65539353,4462,18628,18628,1782346,Matched,Block,,N 40TH ST BETWEEN AURORA AVE N AND WHITMAN AVE N,,,1,Property Damage Only Collision,Parked Car,5,0,0,5,2004/11/12 00:00:00+00,11/12/2004 12:54:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Overcast,Dry,Daylight,,4317025.0,,32,One parked--one moving,0,0,N
3808,1,-122.3147124,47.58187088,4463,18668,18668,1772788,Matched,Intersection,31286.0,14TH AVE S AND BEACON AVE S,,,1,Property Damage Only Collision,Angles,3,0,0,2,2004/07/07 00:00:00+00,7/7/2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4189008.0,,10,Entering at angle,0,0,N
3809,1,-122.31433490000002,47.67374416,4464,18278,18278,1220226,Matched,Block,,BROOKLYN AVE NE BETWEEN NE 62ND ST AND NE 63RD ST,,,1,Property Damage Only Collision,Parked Car,3,0,0,3,2004/08/12 00:00:00+00,8/12/2004 1:34:00 AM,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Clear,Dry,Dark - Street Lights On,,4225005.0,,32,One parked--one moving,0,0,N
3810,1,-122.33039860000001,47.60417996,4465,18322,18322,1212772,Matched,Block,,CHERRY ST BETWEEN 4TH AVE AND 5TH AVE,,,1,Property Damage Only Collision,Parked Car,3,0,0,2,2004/06/15 00:00:00+00,6/15/2004 3:18:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,0,Clear,Dry,Daylight,,4167023.0,,32,One parked--one moving,0,0,N
3811,2,-122.37632079999999,47.66293461,4467,18118,18118,1773848,Matched,Intersection,25188.0,BALLARD BR ON RP AND NW BALLARD WAY,,,2,Injury Collision,Cycles,2,0,1,1,2004/08/11 00:00:00+00,8/11/2004 11:41:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4224045.0,,45,Vehicle - Pedalcyclist,0,0,N
3812,2,-122.3322566,47.60537425,4468,18429,18429,1213881,Matched,Intersection,29953.0,4TH AVE AND MARION ST,,,2,Injury Collision,Pedestrian,2,1,0,1,2004/07/14 00:00:00+00,7/14/2004 6:58:00 AM,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,0,Clear,Dry,Daylight,Y,4196004.0,,1,Vehicle turning right hits pedestrian,0,0,N
3813,2,-122.32020929999999,47.63048977,4469,19016,19016,1376633,Matched,Intersection,28951.0,10TH AVE E AND E HIGHLAND DR,,,2,Injury Collision,Angles,2,0,0,2,2004/05/08 00:00:00+00,5/8/2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4129024.0,,10,Entering at angle,0,0,N
3814,1,-122.3394392,47.56449979999999,4471,18093,18093,1781539,Matched,Intersection,32189.0,EAST MARGINAL WAY S AND S IDAHO ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2004/04/21 00:00:00+00,4/21/2004 12:40:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4112016.0,,10,Entering at angle,0,0,N
3815,2,-122.26785530000001,47.54606703,4472,18618,18618,1779350,Matched,Block,,S GRAHAM ST BETWEEN 51ST PL S AND 52ND W AVE S,,,2,Injury Collision,Pedestrian,2,1,0,1,2004/06/07 00:00:00+00,6/7/2004,Mid-Block (not related to intersection),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,0,Clear,Dry,Daylight,,4159021.0,,0,Vehicle going straight hits pedestrian,0,0,N
3816,1,-122.34975209999999,47.64708835,4473,19120,19120,1793979,Matched,Block,,FREMONT BR BETWEEN 4TH AVE N AND POINT A,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/10/09 00:00:00+00,10/9/2004,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,0,Clear,Dry,Dark - Street Lights On,,4283011.0,,32,One parked--one moving,0,0,N
3817,2,-122.3170966,47.60057361,4476,17985,17985,1772011,Matched,Block,,12TH AVE S BETWEEN BOREN AVE S AND 12TH AVE S TURN RD,,,2,Injury Collision,Rear Ended,3,0,0,2,2004/07/22 00:00:00+00,7/22/2004 7:50:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,4204022.0,,13,From same direction - both going straight - both moving - rear-end,0,0,N
3818,2,-122.3056935,47.69575099,4477,17564,17564,1794837,Matched,Intersection,37744.0,LAKE CITY WAY NE AND NE 92ND ST,,,2,Injury Collision,Rear Ended,2,0,0,2,2004/11/16 00:00:00+00,11/16/2004 3:58:00 PM,At Intersection (but not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Raining,Wet,Dusk,,4321016.0,,13,From same direction - both going straight - both moving - rear-end,0,0,N
3819,1,-122.29431000000001,47.67306264,4479,18684,18684,1794304,Matched,Block,,31ST AVE NE BETWEEN NE 60TH W ST AND NE 62ND ST,,,1,Property Damage Only Collision,Other,1,0,0,1,2004/06/14 00:00:00+00,6/14/2004 5:50:00 PM,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,0,Clear,Dry,Daylight,,4166021.0,,50,Fixed object,0,0,N
3820,1,-122.325777,47.62695236,4481,18186,18186,1198439,Matched,Block,,BELMONT AVE E BETWEEN SUMMIT N AVE E AND BELLEVUE PL E,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/11/28 00:00:00+00,11/28/2004 12:47:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,1,Clear,Dry,Dark - Street Lights On,,4333024.0,,32,One parked--one moving,0,0,N
3821,1,-122.30536640000001,47.57192321,4482,18902,18902,1779599,Matched,Intersection,32539.0,20TH AVE S AND S SPOKANE ST,,,1,Property Damage Only Collision,Left Turn,2,0,0,2,2004/04/02 00:00:00+00,4/2/2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4093024.0,,28,From opposite direction - one left turn - one straight,0,0,N
3822,1,-122.34228020000002,47.72321072,4483,18021,18021,1793801,Matched,Intersection,35762.0,STONE AVE N AND N 130TH ST,,,1,Property Damage Only Collision,Left Turn,4,0,0,2,2004/07/28 00:00:00+00,7/28/2004 12:50:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4210005.0,,28,From opposite direction - one left turn - one straight,0,0,N
3823,2,-122.3215394,47.61990298,4484,18592,18592,1798902,Matched,Block,,E OLIVE WAY BETWEEN HARVARD AVE E AND BROADWAY E,,,2,Injury Collision,Cycles,4,0,1,1,2004/08/20 00:00:00+00,8/20/2004 6:00:00 PM,Driveway Junction,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Clear,Dry,Daylight,,4233007.0,Y,45,Vehicle - Pedalcyclist,0,0,N
3824,1,,,4486,18208,18208,1786820,Matched,Block,,GOLF DR S BETWEEN 12TH AVE S AND S CHARLES ST,,,1,Property Damage Only Collision,Other,2,0,0,1,2004/09/03 00:00:00+00,9/3/2004,Mid-Block (not related to intersection),26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,,0,Clear,Dry,Dark - Street Lights On,,4247006.0,,50,Fixed object,0,0,N
3825,2,-122.33511000000001,47.70141155,4487,18788,18788,1773851,Matched,Intersection,37292.0,COLLEGE WAY N AND N 100TH ST,,,2,Injury Collision,Cycles,2,0,1,1,2004/01/29 00:00:00+00,1/29/2004 12:00:00 PM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,0,Raining,Wet,Daylight,,4029006.0,,45,Vehicle - Pedalcyclist,0,0,N
3826,2,-122.32787490000001,47.61707009,4488,18680,18680,1772505,Matched,Intersection,29848.0,MELROSE AVE AND E OLIVE PL,,,2,Injury Collision,Angles,2,0,0,2,2004/05/21 00:00:00+00,5/21/2004 3:46:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Dry,Daylight,,4142017.0,,10,Entering at angle,0,0,N
3827,2,-122.31215470000001,47.69397824,4489,18356,18356,C649430,Matched,Intersection,37534.0,15TH AVE NE AND NE 90TH ST,,,2,Injury Collision,Angles,2,0,0,2,2004/10/21 00:00:00+00,10/21/2004 8:30:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Dry,Daylight,,4295018.0,,10,Entering at angle,0,0,N
3828,1,-122.3209333,47.62369898,4491,18124,18124,1772561,Matched,Block,,BROADWAY E BETWEEN E REPUBLICAN ST AND E MERCER ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/05/26 00:00:00+00,5/26/2004 4:00:00 PM,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Raining,Wet,Daylight,,4147025.0,,32,One parked--one moving,0,0,N
3829,1,-122.32031780000001,47.52124981,4492,18143,18143,1790683,Matched,Block,,10TH AVE S BETWEEN DEAD END 5 AND S BARTON ST,,,1,Property Damage Only Collision,Other,1,0,0,1,2004/09/16 00:00:00+00,9/16/2004 7:40:00 PM,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,0,Unknown,Unknown,Unknown,,4260007.0,,50,Fixed object,0,0,N
3830,1,-122.34009950000001,47.65471470000001,4493,18869,18869,1790137,Matched,Block,,ASHWORTH AVE N BETWEEN N 39TH N ST AND N DOROTHY PL,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/06/19 00:00:00+00,6/19/2004 12:05:00 PM,Mid-Block (not related to intersection),15,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, RIGHT SIDE SIDESWIPE",,0,Clear,Dry,Daylight,,4171020.0,,32,One parked--one moving,0,0,N
3831,1,-122.32773590000002,47.6382474,4494,18706,18706,1216713,Matched,Block,,E BOSTON ST BETWEEN MINOR AVE E AND YALE AVE E,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/09/07 00:00:00+00,9/7/2004,Mid-Block (not related to intersection),15,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, RIGHT SIDE SIDESWIPE",,0,Other,Dry,Other,,4251019.0,,32,One parked--one moving,0,0,N
3832,2,-122.33277759999999,47.60762288,4495,18502,18502,1777518,Matched,Block,,5TH AVE BETWEEN SPRING ST AND SENECA ST,,,2,Injury Collision,Rear Ended,2,0,0,2,2004/06/04 00:00:00+00,6/4/2004,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Dry,Daylight,,4156031.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
3833,1,-122.31612759999999,47.60620027,4496,18055,18055,1180716,Matched,Block,,E JEFFERSON ST BETWEEN 12TH AVE AND 13TH AVE,,,1,Property Damage Only Collision,Angles,2,0,0,2,2004/01/06 00:00:00+00,1/6/2004,Mid-Block (but intersection related),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,0,Snowing,Snow/Slush,Daylight,,4006016.0,Y,10,Entering at angle,0,0,N
3834,1,-122.34334469999999,47.70596341,4498,18927,18927,1794283,Matched,Block,,MIDVALE AVE N BETWEEN N NORTHGATE WAY AND N 107TH ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/05/30 00:00:00+00,5/30/2004 11:51:00 AM,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Unknown,Unknown,Unknown,,4151010.0,,32,One parked--one moving,0,0,N
3835,2,-122.3234253,47.5983487,4499,19068,19068,1216958,Matched,Block,,S KING ST BETWEEN 7TH AVE S AND CANTON AL S,,,2,Injury Collision,Pedestrian,2,1,0,1,2004/07/16 00:00:00+00,7/16/2004 6:56:00 PM,Mid-Block (but intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,0,Clear,Dry,Daylight,,4198009.0,,0,Vehicle going straight hits pedestrian,0,0,N
3836,1,-122.3141656,47.67034535,4500,18135,18135,1780443,Matched,Block,,BROOKLYN AVE NE BETWEEN NE 56TH ST AND NE RAVENNA EB BV,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/07/05 00:00:00+00,7/5/2004,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Unknown,Unknown,Unknown,,4187003.0,,32,One parked--one moving,0,0,N
3837,2,-122.27808459999999,47.54067186,4502,18899,18899,1779479,Matched,Intersection,34433.0,44TH AVE S AND S WILLOW ST,,,2,Injury Collision,Angles,3,0,0,2,2004/01/10 00:00:00+00,1/10/2004 8:05:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Wet,Dark - Street Lights On,,4010020.0,,10,Entering at angle,0,0,N
3838,1,-122.34888070000001,47.61242925,4503,17986,17986,1783780,Matched,Block,,ELLIOTT AVE BETWEEN BELL ST AND BATTERY ST,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2004/08/07 00:00:00+00,8/7/2004,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,4220010.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
3839,1,-122.31050259999998,47.68486322,4504,17430,17430,1780086,Matched,Block,,NE 77TH ST BETWEEN 16TH AVE NE AND 17TH W AVE NE,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/03/01 00:00:00+00,3/1/2004,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Unknown,Unknown,Unknown,,4061006.0,,32,One parked--one moving,0,0,N
3840,1,-122.3609348,47.71781715,4505,19063,19063,1793857,Matched,Intersection,36212.0,3RD AVE NW AND NW 122ND ST,,,1,Property Damage Only Collision,Angles,3,0,0,2,2004/07/30 00:00:00+00,7/30/2004 5:50:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4212012.0,Y,10,Entering at angle,0,0,N
3841,1,-122.39109540000001,47.51446982,4506,18992,18992,1798080,Matched,Block,,46TH AVE SW BETWEEN MARINE VIEW DR SW AND SW 100TH ST,,,1,Property Damage Only Collision,Other,1,0,0,1,2004/06/22 00:00:00+00,6/22/2004 9:17:00 AM,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,1,Overcast,Dry,Daylight,,4174024.0,,50,Fixed object,0,0,N
3842,1,-122.2699867,47.53416659,4508,18775,18775,1771504,Matched,Block,,RAINIER AVE S BETWEEN S AUSTIN ST AND S HOLDEN ST,,,1,Property Damage Only Collision,Sideswipe,3,0,0,2,2004/05/02 00:00:00+00,5/2/2004,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4123009.0,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
3843,2,-122.31273300000001,47.6190908,4510,18437,18437,1789748,Matched,Block,,15TH AVE E BETWEEN E DENNY WAY AND E JOHN SR ST,,,2,Injury Collision,Cycles,2,0,1,1,2004/09/28 00:00:00+00,9/28/2004 9:01:00 AM,Mid-Block (not related to intersection),56,PEDALCYCLIST STRUCK MOTOR VEHICLE LEFT SIDE SIDESWIPE,,0,Overcast,Dry,Daylight,,4272032.0,,45,Vehicle - Pedalcyclist,0,0,N
3844,1,-122.3390723,47.57150647,4512,18251,18251,1789291,Matched,Block,,WEST SEATTLE BR EB BETWEEN 1ST AV S OFF RP AND SPOKANE ST - W SEA B RP,,,1,Property Damage Only Collision,Rear Ended,5,0,0,3,2004/02/25 00:00:00+00,2/25/2004 7:26:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Overcast,Dry,Daylight,,4056009.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
3845,2,-122.2721868,47.54158539,4513,18510,18510,1793097,Matched,Block,,RAINIER AVE S BETWEEN S HOLLY ST AND S WILLOW ST,,,2,Injury Collision,Other,3,0,0,2,2004/08/30 00:00:00+00,8/30/2004 6:04:00 PM,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4243015.0,,22,One car leaving driveway access,0,0,N
3846,1,-122.31823390000001,47.61992718,4515,18691,18691,1798982,Matched,Intersection,29054.0,11TH AVE E AND E JOHN ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2004/09/08 00:00:00+00,9/8/2004,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,0,Clear,Dry,Daylight,,4252049.0,,10,Entering at angle,0,0,N
3847,2,-122.3020621,47.64135182,4516,18004,18004,1787214,Matched,Block,,24TH AVE E BETWEEN E CALHOUN ST AND E MILLER ST,,,2,Injury Collision,Other,1,0,0,1,2004/01/20 00:00:00+00,1/20/2004 1:55:00 AM,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,1,Clear,Dry,Dark - Street Lights On,,4020011.0,,50,Fixed object,0,0,N
3848,1,-122.31874140000001,47.67656667,4517,18078,18078,1782121,Matched,Block,,NE 66TH ST BETWEEN 8TH AVE NE AND ROOSEVELT WAY NE,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/08/02 00:00:00+00,8/2/2004,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Dark - Street Lights On,,4215032.0,,32,One parked--one moving,0,0,N
3849,2,-122.3268949,47.52647722,4518,18531,18531,1790828,Matched,Block,,S CLOVERDALE ST BETWEEN 5TH AVE S AND 7TH AVE S,,,2,Injury Collision,Sideswipe,2,0,0,2,2004/08/21 00:00:00+00,8/21/2004 10:01:00 AM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Dry,Daylight,,4234042.0,,26,From opposite direction - both going straight - sideswipe,0,0,N
3850,1,-122.33160430000001,47.60466156,4519,19104,19104,1776199,Matched,Intersection,29966.0,4TH AVE AND COLUMBIA ST,,,1,Property Damage Only Collision,Left Turn,2,0,0,2,2004/09/20 00:00:00+00,9/20/2004 3:40:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4264020.0,,15,From same direction - one left turn - one straight,0,0,N
3851,1,-122.32088229999998,47.62049044,4523,18563,18563,1778900,Matched,Block,,BROADWAY E BETWEEN E OLIVE WAY AND E THOMAS ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/10/02 00:00:00+00,10/2/2004,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4276002.0,,32,One parked--one moving,0,0,N
3852,1,-122.3163345,47.66492767,4524,19053,19053,1797026,Matched,Intersection,25790.0,11TH AVE NE AND NE 50TH ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2004/10/29 00:00:00+00,10/29/2004 12:01:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Wet,Dark - Street Lights On,,4303015.0,,10,Entering at angle,0,0,N
3853,2,-122.3910925,47.53882055,4525,19115,19115,1781763,Matched,Block,,FAUNTLEROY WAY SW BETWEEN SW MYRTLE ST AND SW OTHELLO ST,,,2,Injury Collision,Other,3,0,0,2,2004/03/26 00:00:00+00,3/26/2004 4:39:00 PM,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Daylight,,4086016.0,,22,One car leaving driveway access,0,0,N
3854,1,-122.34596599999999,47.69871767,4527,18889,18889,1794801,Matched,Block,,N 96TH ST BETWEEN LINDEN AVE N AND AURORA N AVE N,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/09/19 00:00:00+00,9/19/2004 4:12:00 PM,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",Y,0,Clear,Wet,Dark - Street Lights On,,4263027.0,,32,One parked--one moving,0,0,N
3855,1,-122.29045970000001,47.5534528,4528,17982,17982,1771920,Matched,Intersection,33597.0,33RD AVE S AND S BRANDON ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2004/11/10 00:00:00+00,11/10/2004 8:43:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Dark - Street Lights On,,4315005.0,,10,Entering at angle,0,0,N
3856,1,-122.36340690000002,47.63232686,4529,17428,17428,1482489,Matched,Block,,W GALER ST BETWEEN 5TH E AVE W AND 5TH W AVE W,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/10/03 00:00:00+00,10/3/2004,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,1,Clear,Dry,Dark - Street Lights On,,4277003.0,,32,One parked--one moving,0,0,N
3857,2,-122.3561067,47.61860457,4530,18796,18796,1783754,Matched,Block,,DENNY WAY BETWEEN QUEEN ANNE AVE N AND 1ST AVE,,,2,Injury Collision,Rear Ended,6,0,0,2,2004/08/08 00:00:00+00,8/8/2004,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,1,Clear,Dry,Dark - Street Lights On,,4221014.0,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
3858,1,-122.36092350000001,47.71690667,4531,18841,18841,1220505,Matched,Block,,3RD AVE NW BETWEEN NW 120TH ST AND NW 122ND ST,,,1,Property Damage Only Collision,Other,1,0,0,1,2004/09/11 00:00:00+00,9/11/2004 2:10:00 AM,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,0,Unknown,Unknown,Unknown,,4255023.0,,50,Fixed object,0,0,N
3859,2,-122.3295679,47.66136625,4532,18130,18130,1782456,Matched,Block,,N 45TH ST BETWEEN SUNNYSIDE AVE N AND EASTERN AVE N,,,2,Injury Collision,Rear Ended,6,0,0,2,2004/03/26 00:00:00+00,3/26/2004 1:25:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Overcast,Dry,Daylight,,4086041.0,,13,From same direction - both going straight - both moving - rear-end,0,0,N
3860,1,-122.3167547,47.62311418,4533,18468,18468,1787197,Matched,Intersection,29015.0,12TH AVE E AND E REPUBLICAN ST,,,1,Property Damage Only Collision,Angles,2,0,0,2,2004/04/20 00:00:00+00,4/20/2004 5:48:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4111025.0,,10,Entering at angle,0,0,N
3861,1,-122.3212581,47.61297213,4534,18049,18049,C650850,Matched,Block,,E UNION ST BETWEEN SENECA ST AND BROADWAY,,,1,Property Damage Only Collision,Other,2,0,0,2,2004/12/27 00:00:00+00,12/27/2004 11:30:00 AM,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Unknown,Dry,Daylight,,4362037.0,,22,One car leaving driveway access,0,0,N
3862,2,-122.3450853,47.73306346,4535,19103,19103,1779710,Matched,Block,,AURORA AVE N BETWEEN N 143RD ST AND ROOSEVELT WAY N,,,2,Injury Collision,Other,3,0,0,2,2004/03/05 00:00:00+00,3/5/2004,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4065025.0,,21,One car entering driveway access,0,0,N
